1669929073.842071,0
1669929073.945349,47
1669929074.060284,94
1669929074.167921,100
1669929074.275330,99
1669929074.382167,99
1669929074.489092,100
1669929074.596603,99
1669929074.699534,99
1669929074.807083,99
1669929074.910301,100
1669929075.018139,99
1669929075.124412,99
1669929075.229349,99
1669929075.334453,100
1669929075.442381,99
1669929075.551049,99
1669929075.658205,99
1669929075.772835,91
1669929075.880500,98
1669929075.989345,99
1669929076.097276,62
1669929076.204458,51
1669929076.312377,52
1669929076.420681,52
1669929076.528898,52
1669929076.636008,52
1669929076.743987,53
1669929076.852381,58
1669929076.959358,57
1669929077.066464,55
1669929077.181365,56
1669929077.289770,55
1669929077.397821,57
1669929077.505951,57
1669929077.613936,58
1669929077.721148,57
1669929077.828059,59
1669929077.935014,59
1669929078.041766,59
1669929078.149610,60
1669929078.257664,59
1669929078.365502,60
1669929078.473516,60
1669929078.586100,59
1669929078.696345,60
1669929078.817774,57
1669929078.924357,59
1669929079.032267,63
1669929079.141251,67
1669929079.249157,68
1669929079.357136,77
1669929079.465030,85
1669929079.572976,86
1669929079.680975,58
1669929079.796435,58
1669929079.904440,63
1669929080.012451,66
1669929080.120907,70
1669929080.229351,79
1669929080.337168,86
1669929080.445358,87
1669929080.553303,60
1669929080.661109,60
1669929080.769183,59
1669929080.877447,58
1669929080.985653,59
1669929081.099821,58
1669929081.207706,59
1669929081.315771,59
1669929081.423668,59
1669929081.541956,60
1669929081.650585,62
1669929081.758579,68
1669929081.866818,71
1669929081.974828,70
1669929082.082744,82
1669929082.190988,91
1669929082.298916,90
1669929082.413187,71
1669929082.519194,64
1669929082.627338,67
1669929082.735565,68
1669929082.843684,71
1669929082.951876,82
1669929083.058434,82
1669929083.166792,90
1669929083.274689,90
1669929083.378939,64
1669929083.487174,66
1669929083.595278,70
1669929083.704970,74
1669929083.819871,73
1669929083.927976,84
1669929084.036024,93
1669929084.143904,92
1669929084.251868,77
1669929084.359801,65
1669929084.467766,64
1669929084.575832,63
1669929084.684054,64
1669929084.786560,63
1669929084.894676,64
1669929085.002727,64
1669929085.111005,66
1669929085.226119,65
1669929085.330211,67
1669929085.438107,67
1669929085.546133,72
1669929085.654158,76
1669929085.762129,77
1669929085.870076,87
1669929085.978116,87
1669929086.086119,94
1669929086.194042,92
1669929086.302170,66
1669929086.410092,68
1669929086.518418,66
1669929086.633706,68
1669929086.741797,68
1669929086.849978,68
1669929086.962045,68
1669929087.070382,71
1669929087.178377,75
1669929087.286372,76
1669929087.394513,79
1669929087.502448,88
1669929087.610437,89
1669929087.716502,94
1669929087.824336,94
1669929087.939490,74
1669929088.047510,75
1669929088.155496,69
1669929088.263487,70
1669929088.371689,69
1669929088.479455,70
1669929088.587336,71
1669929088.695708,72
1669929088.799193,73
1669929088.907278,72
1669929089.015558,78
1669929089.123420,81
1669929089.231617,81
1669929089.347219,91
1669929089.455438,90
1669929089.563492,94
1669929089.671602,95
1669929089.779790,84
1669929089.887970,82
1669929089.996226,72
1669929090.104039,72
1669929090.212012,73
1669929090.319888,73
1669929090.427830,74
1669929090.535698,74
1669929090.650848,72
1669929090.753288,73
1669929090.861118,72
1669929090.969140,73
1669929091.077277,73
1669929091.185267,74
1669929091.293152,74
1669929091.401133,74
1669929091.507499,75
1669929091.612467,75
1669929091.718565,75
1669929091.826362,81
1669929091.934358,82
1669929092.042454,85
1669929092.156326,86
1669929092.264251,96
1669929092.372244,100
1669929092.480200,94
1669929092.587891,92
1669929092.696012,95
1669929092.803907,95
1669929092.911790,76
1669929093.020229,76
1669929093.128458,76
1669929093.236398,77
1669929093.344350,78
1669929093.452332,78
1669929093.558318,78
1669929093.670587,79
1669929093.778584,84
1669929093.888873,86
1669929093.997167,87
1669929094.105889,98
1669929094.213893,98
1669929094.322282,100
1669929094.430209,93
1669929094.537936,90
1669929094.646222,99
1669929094.754394,97
1669929094.865716,77
1669929094.969126,78
1669929095.079435,55
1669929095.187448,38
1669929095.295722,41
1669929095.399433,41
1669929095.502460,47
1669929095.610422,50
1669929095.718808,58
1669929095.826703,61
1669929095.934761,69
1669929096.044547,42
1669929096.152760,41
1669929096.260444,42
1669929096.368452,42
1669929096.483474,42
1669929096.591497,43
1669929096.699157,43
1669929096.802360,43
1669929096.910196,43
1669929097.018259,44
1669929097.122116,45
1669929097.230229,51
1669929097.338041,54
1669929097.446389,64
1669929097.554369,76
1669929097.662265,74
1669929097.764879,47
1669929097.875285,51
1669929097.990988,52
1669929098.098999,55
1669929098.207190,66
1669929098.315114,74
1669929098.423006,66
1669929098.526325,49
1669929098.634310,54
1669929098.742309,58
1669929098.851950,62
1669929098.960140,68
1669929099.066544,76
1669929099.174158,62
1669929099.282272,50
1669929099.397223,48
1669929099.505423,48
1669929099.613348,47
1669929099.721441,49
1669929099.829677,49
1669929099.937684,50
1669929100.045743,50
1669929100.154198,48
1669929100.257394,50
1669929100.365298,57
1669929100.473270,57
1669929100.581187,60
1669929100.689013,70
1669929100.803542,78
1669929100.911652,78
1669929101.018433,52
1669929101.126820,51
1669929101.234978,58
1669929101.343535,62
1669929101.451474,73
1669929101.559353,74
1669929101.668439,81
1669929101.776675,62
1669929101.884626,53
1669929101.992856,59
1669929102.100902,63
1669929102.215086,62
1669929102.322901,73
1669929102.431049,81
1669929102.539017,81
1669929102.647571,54
1669929102.755687,55
1669929102.863929,55
1669929102.972053,54
1669929103.080229,55
1669929103.188177,53
1669929103.296150,55
1669929103.404096,55
1669929103.511904,55
1669929103.627339,55
1669929103.735406,54
1669929103.843715,56
1669929103.947338,56
1669929104.055308,56
1669929104.163149,56
1669929104.271686,56
1669929104.379959,58
1669929104.488012,58
1669929104.596137,57
1669929104.704603,57
1669929104.812423,56
1669929104.940199,57
1669929105.048265,58
1669929105.156366,57
1669929105.264555,58
1669929105.372603,59
